dx,dy,mode
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
-432.7,118.6,0
-427.6,125.7,0
-428.1,125.5,0
-428.1,125.4,0
-427.3,125.6,0
-427.2,125.4,0
-427.2,125.4,0
-427.2,125.4,0
-427.3,125.5,0
-427.2,125.5,0
-427.6,125.5,0
-427.6,125.6,0
-427.4,125.6,0
-427.5,125.5,0
-427.2,125.5,0
-427.2,125.4,0
-427.7,125.5,0
-427.5,125.5,0
-427.1,125.6,0
-427.5,125.7,0
-427.2,125.5,0
-427.1,125.5,0
-427.6,125.6,0
-427.2,125.5,0
-427.2,125.4,0
-427.2,125.4,0
-427.2,125.3,0
-427.2,125.6,0
-427.2,125.5,0
-427.2,125.4,0
0.0,0.0,0
0.0,0.0,0
